,Unnamed: 0.1,Unnamed: 0,uid,text
1096,1096,1096,Qa_xoeJIJBs_e2,He became a US citizen in 1955.
1097,1097,1097,Qa_xoeJIJBs_e3,She's studying to become a teacher.
1098,1098,1098,Qa_xoeJIJBs_e4,The child has become skillful in reading and writing.
1099,1099,1099,Qa_xoeJIJBs_w,become
1100,1100,1100,QDmv8QlSYq8_d,"arriving, doing something, or happening at the expected, correct time; not late"
1101,1101,1101,QDmv8QlSYq8_e1,a punctual start to the meeting
1102,1102,1102,QDmv8QlSYq8_e2,He's fairly punctual (= he usually arrives on time).
1103,1103,1103,QDmv8QlSYq8_e3,"Please try to be punctual, so we can start the meeting on time."
1104,1104,1104,QDmv8QlSYq8_e4,"The successful candidate will be efficient, neat, and punctual."
1105,1105,1105,QDmv8QlSYq8_w,punctual
1106,1106,1106,QIeft8689iA_d,"to argue forcefully, especially in public, in order to achieve a particular type of change"
1107,1107,1107,QIeft8689iA_e1,The unions continue to agitate for higher pay.
1108,1108,1108,QIeft8689iA_w,agitate
1109,1109,1109,Qm_K7rawb5E_d,clearly very much better than what is usual
1110,1110,1110,Qm_K7rawb5E_w,outstanding
1111,1111,1111,QMUp3oPcLB8_d,The water was barely dribbling out of the tap.
1112,1112,1112,QMUp3oPcLB8_e1,Dribble the remaining olive oil over the tomatoes.
1113,1113,1113,QMUp3oPcLB8_w,dribble
1114,1114,1114,QnhCavVEYCI_d,an act of choosing between two or more possibilities.  
1115,1115,1115,QnhCavVEYCI_e1,It's available in a choice of colours.
1116,1116,1116,QnhCavVEYCI_w,choice
1117,1117,1117,QqMFMk07hbc_d,wishing to become successful in a particular type of job or activity
1118,1118,1118,QqMFMk07hbc_e1,I knew him when he was an aspiring young law student.
1119,1119,1119,QqMFMk07hbc_w,aspiring
1120,1120,1120,QTJhjBJ1YFA_d,a formal party at which important people are welcomed
1121,1121,1121,QTJhjBJ1YFA_e1,The president gave a reception for the visiting heads of state.
1122,1122,1122,QTJhjBJ1YFA_w,reception
1123,1123,1123,R2N4OQE-q3c_d,(used to add information) also and more importantly
1124,1124,1124,R2N4OQE-q3c_e1,"The whole report is badly written. Moreover, it's inaccurate."
1125,1125,1125,R2N4OQE-q3c_e2,"The car looked good;  moreover, the price was right."
1126,1126,1126,R2N4OQE-q3c_e3,"Smoking is a bad habit; moreover , it is very expensive. "
1127,1127,1127,R2N4OQE-q3c_e4,"The student's essay was badly written. Moreover, it was too short."
1128,1128,1128,R2N4OQE-q3c_w,moreover
1129,1129,1129,R58IiIlbEPs_d,"If someone is given permission to do something, they are allowed to do it"
1130,1130,1130,R58IiIlbEPs_e1,You will need permission from your parents to go on the trip.
1131,1131,1131,R58IiIlbEPs_w,permission
1132,1132,1132,R7Mdus_PuVk_d,to feel pleasure because to your own success/ good luck or someone else's failure/bad luck.
1133,1133,1133,R7Mdus_PuVk_e1,He was continually gloating over her win at the game.
1134,1134,1134,R7Mdus_PuVk_w,gloat
1135,1135,1135,RIwfym39VVM_d,a person or animal that lives in a particular place
1136,1136,1136,RIwfym39VVM_e3,It was so exciting to see that our bird box has some new inhabitants.
1137,1137,1137,RIwfym39VVM_e4,"The first inhabitant of the farm was my great-grandfather, who built the"
1138,1138,1138,RIwfym39VVM_w,inhabitant
1139,1139,1139,RY2eefQqXvs_d,the point in the sky directly above you 
1140,1140,1140,RY2eefQqXvs_e1,The center of the map is the zenith (straight overhead).
1141,1141,1141,RY2eefQqXvs_w,zenith
1142,1142,1142,S9qHBdiXN4U_d,"the use of drugs, exercises, etc. to cure a person of an illness or injury."
1143,1143,1143,S9qHBdiXN4U_e1,Being unemployed entitles you to free medical treatment.
1144,1144,1144,S9qHBdiXN4U_e2,He's been having treatment for two months now without any improvement.
1145,1145,1145,S9qHBdiXN4U_e3,I had some very expensive dental treatment recently - but it was money well spent - it'll save me problems in the future.
1146,1146,1146,S9qHBdiXN4U_e4,"Without treatment, she will almost certainly die."
1147,1147,1147,S9qHBdiXN4U_w,treatment
1148,1148,1148,SdOXUWQqbu0_d,very skilful and quick in the way you think or move
1149,1149,1149,SdOXUWQqbu0_e1,an adroit reaction/answer/movement of the hand 
1150,1150,1150,SdOXUWQqbu0_e2,She became adroit at dealing with difficult questions. 
1151,1151,1151,SdOXUWQqbu0_e3,She is a remarkably adroit and determined politician. 
1152,1152,1152,SdOXUWQqbu0_e4,He soon became adroit at steering the boat.
1153,1153,1153,SdOXUWQqbu0_w,adroit
1154,1154,1154,SEKRNyZ9Sgg_d,causing interest or pleasure
1155,1155,1155,SEKRNyZ9Sgg_e1,Spending twelve hours on a plane isn't a very attractive (= pleasant) prospect.
1156,1156,1156,SEKRNyZ9Sgg_e2,We need to make the club attractive to a wider range of people.
1157,1157,1157,SEKRNyZ9Sgg_e3,"He's the most attractive man in the building, no doubt about that."
1158,1158,1158,SEKRNyZ9Sgg_e4,They made me a very attractive job offer.
1159,1159,1159,SEKRNyZ9Sgg_w,attractive
1160,1160,1160,Si3y5f7woD0_d,successful or achieving the results that you want.
1161,1161,1161,Si3y5f7woD0_e1,She's a very effective teacher.
1162,1162,1162,Si3y5f7woD0_w,effective
1163,1163,1163,SlQBTWvnHCI_d,"to publicly support or suggest an idea, development, or way of doing something"
1164,1164,1164,SlQBTWvnHCI_e1,He advocates the return of capital punishment.
1165,1165,1165,SlQBTWvnHCI_e2,I would advocate a system that is fair to everyone.
1166,1166,1166,SlQBTWvnHCI_e3,The Food Standards Agency advocated a ban on advertising junk food to children.
1167,1167,1167,SlQBTWvnHCI_e4,The organization advocates for human rights.
1168,1168,1168,SlQBTWvnHCI_w,advocate
1169,1169,1169,SnJUsE4wpr0_d,a situation in which words are left out of a sentence but the sentence can still be understood
1170,1170,1170,SnJUsE4wpr0_e1,"An example of ellipsis is ""What percentage was left?"" ""20."" (= 20 percent)"
1171,1171,1171,SnJUsE4wpr0_w,ellipsis
1172,1172,1172,Sq5AE3j8CQY_d,"the process of discussing something with someone in order to reach an agreement with them, or the discussions themselves"
1173,1173,1173,Sq5AE3j8CQY_e1,The agreement was reached after a series of difficult negotiations.
1174,1174,1174,Sq5AE3j8CQY_w,negotiation
1175,1175,1175,SuAbKSNQQVI_d,based on chance rather than being planned or based on reason
1176,1176,1176,SuAbKSNQQVI_e1,Did you have a reason for choosing your destination or was it arbitrary?
1177,1177,1177,SuAbKSNQQVI_w,arbitrary
1178,1178,1178,SUP1FI1-y7A_d,"to put yourself or someone else onto the official list of members of a course, college, or group"
1179,1179,1179,SUP1FI1-y7A_e1,Is it too late to enrol at the college?
1180,1180,1180,SUP1FI1-y7A_w,enrol
1181,1181,1181,SUPU7QRMZw8_d,an opinion that someone offers you about what you should do or how you should act in a particular situation
1182,1182,1182,SUPU7QRMZw8_e1,Steven gave me some good advice.
1183,1183,1183,SUPU7QRMZw8_w,advice
1184,1184,1184,SVXQA7MYbQg_d,"to leave someone for ever, especially when they need you"
1185,1185,1185,SVXQA7MYbQg_e1,I still love him and I would never forsake him.
1186,1186,1186,SVXQA7MYbQg_e2,He decided to forsake politics for journalism.
1187,1187,1187,SVXQA7MYbQg_e3,You must forsake your bad habits.
1188,1188,1188,SVXQA7MYbQg_e4,My husband would never forsake Uncle Brian.
1189,1189,1189,SVXQA7MYbQg_w,forsake
1190,1190,1190,SXy03IAmr_A_d,go somewhere with (someone) as a companion or escort.
1191,1191,1191,SXy03IAmr_A_e1,He was accompanied on the visit by his wife.
1192,1192,1192,SXy03IAmr_A_e2,I must ask you to accompany me to the police station.
1193,1193,1193,SXy03IAmr_A_w,accompany
1194,1194,1194,SZa4F8UXb5I_d,unusually great; much more or much better.
1195,1195,1195,SZa4F8UXb5I_e1,Angela can do a phenomenal amount of work in one day.
1196,1196,1196,SZa4F8UXb5I_e2,He has a phenomenal memory.
1197,1197,1197,SZa4F8UXb5I_e3,Mumbai has experienced a phenomenal growth in population.
1198,1198,1198,SZa4F8UXb5I_e4,The product has been a phenomenal success.
1199,1199,1199,SZa4F8UXb5I_e5,He has learned a phenomenal amount in the last two years.
1200,1200,1200,SZa4F8UXb5I_w,phenomenal
1201,1201,1201,T0waubuK70M_d,very beautiful
1202,1202,1202,T0waubuK70M_e1,She was a ravishing sight in her wedding dress.
1203,1203,1203,T0waubuK70M_e2,Cynthia looked positively ravishing this evening.
1204,1204,1204,T0waubuK70M_e3,The story is very ravishing.
1205,1205,1205,T0waubuK70M_e4,The film is ravishing to look at and boasts a sensuous musical score.
1206,1206,1206,T0waubuK70M_w,ravishing
1207,1207,1207,T21xaGEl3ks_d,"the group of people together in one place to watch or listen to a play, film, someone speaking, etc."
1208,1208,1208,T21xaGEl3ks_e1,She lectures to audiences all over the world.
1209,1209,1209,T21xaGEl3ks_e2,The audience was/were clearly delighted with the performance.
1210,1210,1210,T21xaGEl3ks_e3,"The magic show had a lot of audience participation, with people shouting things to the performers and going up on stage."
1211,1211,1211,T21xaGEl3ks_e4,She announced the winner of the competition to an excited audience.
1212,1212,1212,T21xaGEl3ks_w,audience
1213,1213,1213,TC1aFo88yeM_d,a disadvantage or the negative part of a situation
1214,1214,1214,TC1aFo88yeM_e1,One of the drawbacks of living with someone is having to share a bathroom.
1215,1215,1215,TC1aFo88yeM_e2,The main drawback to it is the cost.
1216,1216,1216,TC1aFo88yeM_e3,. Slow speed is the chief drawback of sea shipment.
1217,1217,1217,TC1aFo88yeM_e4,He felt the apartment's only drawback was that it was too small.
1218,1218,1218,TC1aFo88yeM_w,drawback
1219,1219,1219,TcnFkuXDCIE_d,(of people or their appearance) very untidy
1220,1220,1220,TcnFkuXDCIE_e1,He ran in looking dishevelled.
1221,1221,1221,TcnFkuXDCIE_e2,a man with long dishevelled hair.
1222,1222,1222,TcnFkuXDCIE_e3,"He looked tired, dishevelled and very pale."
1223,1223,1223,TcnFkuXDCIE_e4,The wind dishevelled her hair and skirt.
1224,1224,1224,TcnFkuXDCIE_w,dishevelled
1225,1225,1225,TDZ2Y6Du8Hg_d,"a long search for something that is difficult to find, or an attempt to achieve something difficult"
1226,1226,1226,TDZ2Y6Du8Hg_e1,She went to India on a spiritual quest.
1227,1227,1227,TDZ2Y6Du8Hg_w,quest
1228,1228,1228,TDztbIZLUPI_d,to touch someone or something gently and usually repeatedly with the hand flat
1229,1229,1229,TDztbIZLUPI_e1,I bent down to pat the little puppy.
1230,1230,1230,TDztbIZLUPI_w,pat
1231,1231,1231,TheDJtPZdzQ_d,to say that you will not do or accept something
1232,1232,1232,TheDJtPZdzQ_e1,"He asked me to give him a loan, but I refused."
1233,1233,1233,TheDJtPZdzQ_w,refuse
1234,1234,1234,T_IbLgT7PhE_d,not interesting or exciting in any way
1235,1235,1235,T_IbLgT7PhE_e1,1 Life without friends is dull. 
1236,1236,1236,T_IbLgT7PhE_e2,All work and no play makes Jack a dull boy.
1237,1237,1237,T_IbLgT7PhE_e3,I felt she found me boring and dull.
1238,1238,1238,T_IbLgT7PhE_e4,I have a dull pain.
1239,1239,1239,T_IbLgT7PhE_w,dull
1240,1240,1240,TivYFPrGSNg_d,believing or expressing the belief that there should be great or extreme social or political change
1241,1241,1241,TivYFPrGSNg_e1,He was known as a radical reformer/thinker/politician.
1242,1242,1242,TivYFPrGSNg_w,radical
1243,1243,1243,Tm6YgG2d8Nk_d,the process of getting something
1244,1244,1244,Tm6YgG2d8Nk_e1,The acquisition of huge amounts of data has helped our research enormously.
1245,1245,1245,Tm6YgG2d8Nk_w,acquisition
1246,1246,1246,Tnqdxu8niOQ_d,to allow something
1247,1247,1247,Tnqdxu8niOQ_e1,The teacher permitted the boy to go home.
1248,1248,1248,Tnqdxu8niOQ_e2,The security system will not permit you to enter without the correct password.
1249,1249,1249,Tnqdxu8niOQ_e3,Smoking is not permitted anywhere in this theatre.
1250,1250,1250,Tnqdxu8niOQ_e4,My mother permitted me to go to the movies.
1251,1251,1251,Tnqdxu8niOQ_w,permit
1252,1252,1252,TOZ-mgzwrNg_d,someone who has committed a crime or done something wrong
1253,1253,1253,TOZ-mgzwrNg_e1,Two eyewitnesses identified her as the culprit.
1254,1254,1254,TOZ-mgzwrNg_e2,Police hope the public will help them to find the culprits.
1255,1255,1255,TOZ-mgzwrNg_e3,Are you the culprit who broke this window?
1256,1256,1256,TOZ-mgzwrNg_e4,Police finally managed to catch the culprit.
1257,1257,1257,TOZ-mgzwrNg_w,culprit
1258,1258,1258,TRfzwAigL2w_d,"(usually of a person or animal with short legs and a fat body) to walk with short steps, moving the body from one side to the other"
1259,1259,1259,TRfzwAigL2w_e1,
1260,1260,1260,TRfzwAigL2w_w,waddle
1261,1261,1261,T_Z98eebOH4_d,"something that exists and can be seen, felt, tasted, etc., especially something unusual or interesting"
1262,1262,1262,T_Z98eebOH4_e1,Gravity is a natural phenomenon.
1263,1263,1263,T_Z98eebOH4_e2,A rainbow is a natural phenomenon.
1264,1264,1264,T_Z98eebOH4_e3,There's evidence to suggest that child abuse is not just a recent phenomenon.
1265,1265,1265,T_Z98eebOH4_e4,This trend is certainly not a new phenomenon.
1266,1266,1266,T_Z98eebOH4_w,phenomenon
1267,1267,1267,U7QdFuJZyho_d,to reply rudely to someone in authority.
1268,1268,1268,U7QdFuJZyho_e1,Her mother was shocked when she started ANSWERING her BACK and refusing to help.
1269,1269,1269,U7QdFuJZyho_e2,She was punished by teachers for answering back. 
1270,1270,1270,U7QdFuJZyho_e3,I always answered him back when I thought he was wrong. 
1271,1271,1271,U7QdFuJZyho_e4,I don't like children who answer back.
1272,1272,1272,U7QdFuJZyho_w,answer back
1273,1273,1273,UA5mAv1SmAY_d,"to take something in, especially gradually"
1274,1274,1274,UA5mAv1SmAY_e1,Plants absorb carbon dioxide.
1275,1275,1275,UA5mAv1SmAY_w,absorb
1276,1276,1276,Ub7UcPJ2hLI_d,The absence of government or control in a society. 
1277,1277,1277,Ub7UcPJ2hLI_e1,The country has been in a state of anarchy since the inconclusive election.
1278,1278,1278,Ub7UcPJ2hLI_e2,If the pay deal isn't settled amicably there'll be anarchy in the factories.
1279,1279,1279,Ub7UcPJ2hLI_e3,Civil war has led to anarchy.
1280,1280,1280,Ub7UcPJ2hLI_e4,The crowd was restless and verging on anarchy.
1281,1281,1281,Ub7UcPJ2hLI_w,anarchy
1282,1282,1282,U-c1RT4IfL8_d,feeling guilty or embarrassed about something you have done or about a quality in your character
1283,1283,1283,U-c1RT4IfL8_e1,He was ashamed to admit to his mistake.
1284,1284,1284,U-c1RT4IfL8_e2,I felt deeply ashamed for my father's impoliteness.
1285,1285,1285,U-c1RT4IfL8_e3,I'm ashamed to be seen with you when you behave so badly!
1286,1286,1286,U-c1RT4IfL8_e4,She was ashamed to ask her brother for money.
1287,1287,1287,U-c1RT4IfL8_w,ashamed
1288,1288,1288,U-FDYYp3OfI_d,"a picture, short film, song, etc. that tries to persuade people to buy a product or service, or a piece of text that tells people about a job, etc."
1289,1289,1289,U-FDYYp3OfI_e1,a television/newspaper advertisement for a new car.
1290,1290,1290,U-FDYYp3OfI_e2,Please post up this advertisement for our movie in your shop window.
1291,1291,1291,U-FDYYp3OfI_e3,I saw an advertisement for the job in yesterday's paper.
1292,1292,1292,U-FDYYp3OfI_e4,Advertisements help us to sell goods.
1293,1293,1293,U-FDYYp3OfI_e5,"If you want to sell your old sofa, why not put an advertisement in the local newspaper?"
1294,1294,1294,U-FDYYp3OfI_w,advertisement
1295,1295,1295,UjoktF-iB80_d,"a person who does not like other people celebrating or enjoying themselves, especially a person who does not like Christmas"
1296,1296,1296,UjoktF-iB80_e1,"The orchestra played ""Sleigh Ride"", and if you hate that you are a Grinch."
1297,1297,1297,UjoktF-iB80_e2,Ah you can see I am bursting with the joys of Christmas. Bah humbug. I am the grinch.
1298,1298,1298,UjoktF-iB80_e3,I am not a grinch contrary to what some people will tell you.
1299,1299,1299,UjoktF-iB80_e4,I do believe my inner grinch is settling in about a week early this year.
1300,1300,1300,UjoktF-iB80_w,grinch
1301,1301,1301,Ul_l1OSDl7o_d,to surround something
1302,1302,1302,Ul_l1OSDl7o_e1,"The house has a small backyard, enclosed by a high brick wall."
1303,1303,1303,Ul_l1OSDl7o_e2,It's the largest fully-enclosed shopping center in the world.
1304,1304,1304,Ul_l1OSDl7o_w,enclose
1305,1305,1305,UPof0XUr0kU_d,a plan to show how much money a person or organization will earn and how much they will need or be able to spend
1306,1306,1306,UPof0XUr0kU_e1,I'm learning how to budget. 
1307,1307,1307,UPof0XUr0kU_e2,The office of management of budget. 
1308,1308,1308,UPof0XUr0kU_e3,Budget is the most important thing. 
1309,1309,1309,UPof0XUr0kU_e4,She managed to complete her last film well within budget.
1310,1310,1310,UPof0XUr0kU_w,budget
